dispute_id,transaction_id,reason,status,opened_date,resolved_date
861,644,Merchant Error,RESOLVED,2026-08-10,
862,42198,Fraud - Unauthorized,RESOLVED,2026-06-14,2026-06-23
863,29948,Item Not As Described,RESOLVED,2026-07-02,2026-07-16
864,18140,Item Not As Described,RESOLVED,2025-03-18,2025-03-26
865,43676,Fraud - Unauthorized,REJECTED,2025-04-07,2025-04-12
866,39359,Incorrect Amount,RESOLVED,2025-10-06,2025-10-20
867,44943,Duplicate Charge,RESOLVED,2026-08-10,
868,25649,Merchant Error,RESOLVED,2026-04-22,2026-04-29
869,8479,Item Not As Described,RESOLVED,2025-07-03,2025-07-13
870,6735,Incorrect Amount,REJECTED,2025-08-02,2025-08-06
871,20533,Fraud - Unauthorized,RESOLVED,2026-01-25,2026-01-27
872,3960,Item Not As Described,RESOLVED,2025-09-24,2025-09-28
873,34138,Item Not As Described,RESOLVED,2024-11-19,2024-11-22
874,24477,Incorrect Amount,OPEN,2025-07-13,
875,32779,Item Not As Described,REJECTED,2026-02-27,2026-03-09
876,39732,Merchant Error,REJECTED,2025-11-28,2025-12-09
877,31732,Fraud - Unauthorized,RESOLVED,2026-05-25,2026-06-09
878,6948,Item Not Received,REJECTED,2025-11-02,2025-11-09
879,8168,Incorrect Amount,REJECTED,2025-01-26,2025-02-02
880,3498,Duplicate Charge,OPEN,2025-11-08,
881,6066,Item Not As Described,RESOLVED,2025-06-08,2025-06-19
882,1602,Item Not Received,REJECTED,2025-09-27,2025-10-12
883,14034,Merchant Error,RESOLVED,2025-06-29,2025-07-13
884,47823,Fraud - Unauthorized,OPEN,2025-11-17,
885,43839,Duplicate Charge,OPEN,2024-11-13,
886,20707,Duplicate Charge,RESOLVED,2025-11-16,2025-11-22
887,12939,Duplicate Charge,OPEN,2025-10-09,
888,24450,Merchant Error,REJECTED,2026-05-04,2026-05-17
889,21504,Fraud - Unauthorized,RESOLVED,2024-11-28,2024-12-07
890,30045,Incorrect Amount,RESOLVED,2024-09-24,2024-09-27
891,19765,Duplicate Charge,REJECTED,2024-11-05,2024-11-09
892,43771,Duplicate Charge,RESOLVED,2025-04-05,2025-04-17
893,19183,Fraud - Unauthorized,OPEN,2026-03-05,
894,17952,Fraud - Unauthorized,OPEN,2025-11-29,
895,31664,Fraud - Unauthorized,RESOLVED,2025-07-26,2025-07-28
896,30396,Incorrect Amount,RESOLVED,2026-01-24,2026-01-27
897,36102,Incorrect Amount,OPEN,2024-11-27,
898,12364,Incorrect Amount,RESOLVED,2024-11-01,2024-11-13
899,27805,Duplicate Charge,RESOLVED,2025-08-02,2025-08-03
900,8357,Fraud - Unauthorized,OPEN,2025-04-26,
901,39622,Fraud - Unauthorized,RESOLVED,2025-10-07,2025-10-20
902,5584,Incorrect Amount,RESOLVED,2026-01-12,2026-01-23
903,36945,Duplicate Charge,OPEN,2025-11-04,
904,46753,Merchant Error,RESOLVED,2025-07-05,2025-07-14
905,26583,Merchant Error,RESOLVED,2025-04-23,2025-05-08
906,34783,Item Not As Described,RESOLVED,2026-08-10,
907,37597,Item Not Received,OPEN,2025-03-30,
908,2538,Item Not Received,RESOLVED,2026-07-09,2026-07-19
909,11189,Merchant Error,RESOLVED,2025-10-05,2025-10-07
910,43904,Duplicate Charge,RESOLVED,2025-12-09,2025-12-10
911,5596,Merchant Error,RESOLVED,2026-02-16,2026-02-26
912,25693,Duplicate Charge,RESOLVED,2026-03-27,2026-03-30
913,17353,Merchant Error,RESOLVED,2025-12-18,2025-12-27
914,2375,Item Not As Described,OPEN,2025-06-13,
915,7235,Merchant Error,RESOLVED,2025-12-18,2025-12-24
916,41880,Item Not Received,RESOLVED,2025-06-25,2025-07-10
917,1165,Fraud - Unauthorized,RESOLVED,2026-07-10,2026-07-16
918,26676,Item Not Received,RESOLVED,2026-08-10,
919,15341,Item Not As Described,REJECTED,2024-12-04,2024-12-15
920,19277,Item Not As Described,RESOLVED,2025-05-09,2025-05-16
