transaction_id,user_id,card_id,merchant_id,state_code,amount,currency,transaction_type,status,transaction_ts
29029,1365,,272,OD,27502.8,INR,UPI,SUCCESS,2025-03-06 00:16:09
29030,586,,51,HR,536.18,INR,UPI,SUCCESS,2026-08-08 08:04:45
29031,1534,1823,75,GJ,850.32,INR,CARD,FAILED,2025-03-26 20:29:42
29032,281,,8,KL,4950.94,INR,UPI,SUCCESS,2025-06-15 21:03:52
29033,1751,,179,MP,8488.69,INR,NEFT,SUCCESS,2026-02-21 12:04:41
29034,1510,,130,AS,3729.18,INR,IMPS,SUCCESS,2025-10-08 06:15:49
29035,129,145,162,KL,9406.28,INR,CARD,SUCCESS,2026-05-30 22:33:13
29036,149,,185,OD,988.34,INR,UPI,SUCCESS,2025-12-05 05:08:34
29037,1173,,238,TN,1324.51,INR,NEFT,FAILED,2025-10-17 07:00:43
29038,1123,,153,DL,1215.8,INR,UPI,SUCCESS,2024-09-17 07:30:16
29039,502,,180,RJ,12011.5,INR,UPI,FAILED,2025-08-01 10:08:18
29040,1741,,143,OD,994.59,INR,UPI,FAILED,2025-10-17 09:48:49
29041,737,,96,WB,3471.2,INR,UPI,SUCCESS,2025-10-17 02:17:13
29042,710,,62,KL,25575.2,INR,UPI,SUCCESS,2026-02-26 08:14:43
29043,604,,51,DL,1461.05,INR,NEFT,SUCCESS,2026-06-13 06:00:17
29044,1846,,250,BR,6461.64,INR,UPI,SUCCESS,2024-10-12 23:48:35
29045,21,,242,KA,2798.98,INR,NEFT,SUCCESS,2025-11-13 04:55:49
29046,343,,180,BR,4985.95,INR,UPI,SUCCESS,2025-11-17 01:38:32
29047,224,,76,MP,7721.18,INR,UPI,SUCCESS,2024-10-02 08:29:53
29048,1182,,245,UP,21067.89,INR,IMPS,SUCCESS,2026-03-05 18:22:52
29049,465,559,92,KL,3029.83,INR,CARD,SUCCESS,2024-12-28 22:32:22
29050,517,,107,KA,3658.63,INR,UPI,SUCCESS,2025-11-20 14:56:18
29051,1775,2099,298,BR,328.64,INR,CARD,FAILED,2025-11-07 23:25:05
29052,589,,224,MP,275.01,INR,UPI,SUCCESS,2024-10-25 02:57:29
29053,475,571,170,KL,6654.76,INR,CARD,SUCCESS,2026-02-08 05:34:43
29054,998,,75,BR,3757.49,INR,UPI,SUCCESS,2026-06-19 22:27:56
29055,116,,277,PB,1969.61,INR,UPI,SUCCESS,2026-01-28 21:01:29
29056,1978,,137,OD,1032.64,INR,UPI,SUCCESS,2025-07-08 05:16:16
29057,1037,,191,MH,2590.55,INR,UPI,SUCCESS,2025-05-10 22:10:45
29058,1413,1690,126,TN,53716.57,INR,CARD,SUCCESS,2026-03-16 08:02:58
29059,1171,,155,PB,1722.01,INR,IMPS,SUCCESS,2026-11-19 20:44:22
29060,785,,98,GJ,4955.91,INR,UPI,SUCCESS,2025-09-22 07:35:42
29061,370,,292,HR,16269.07,INR,NEFT,FAILED,2026-06-16 09:44:12
29062,897,,173,MP,4193.4,INR,UPI,SUCCESS,2025-11-15 18:57:53
29063,243,,233,KA,19507.69,INR,IMPS,PENDING,2025-10-10 14:37:06
29064,202,,109,GJ,571.53,INR,UPI,SUCCESS,2025-10-03 04:59:31
29065,835,,184,UP,9719.69,INR,UPI,SUCCESS,2026-12-06 05:26:43
29066,282,,194,MP,494.8,INR,UPI,SUCCESS,2025-11-15 12:55:24
29067,763,940,271,KL,4093.76,INR,CARD,SUCCESS,2025-08-10 02:23:10
29068,288,,205,OD,1251.31,INR,NEFT,SUCCESS,2026-06-21 05:35:55
29069,1567,,197,TN,2548.73,INR,IMPS,SUCCESS,2026-05-06 15:18:19
29070,1908,,26,KL,33159.62,INR,NEFT,SUCCESS,2025-12-20 13:01:16
29071,1324,,31,OD,1788.73,INR,NEFT,SUCCESS,2026-06-18 17:49:59
29072,76,,126,GJ,59937.65,INR,UPI,SUCCESS,2025-10-12 19:31:33
29073,67,71,72,AS,5684.53,INR,CARD,SUCCESS,2024-10-19 04:47:43
29074,301,,96,KA,1940.49,INR,UPI,SUCCESS,2026-06-27 05:48:45
29075,160,,225,BR,17872.81,INR,UPI,SUCCESS,2026-04-28 22:43:07
29076,1838,,182,GJ,51604.19,INR,IMPS,SUCCESS,2025-10-15 19:32:54
29077,724,,39,HR,30166.78,INR,UPI,SUCCESS,2024-12-19 01:29:24
29078,334,,50,TG,60130.15,INR,UPI,SUCCESS,2025-10-22 18:54:13
29079,1374,,291,WB,5154.67,INR,UPI,SUCCESS,2024-09-26 08:44:27
29080,1760,,199,UP,2813.76,INR,UPI,SUCCESS,2025-11-16 11:12:49
29081,880,,229,BR,315.25,INR,UPI,PENDING,2025-07-16 19:46:23
29082,159,,187,BR,1106.58,INR,UPI,SUCCESS,2025-01-18 12:53:28
29083,1397,,290,KA,2514.71,INR,UPI,SUCCESS,2025-11-20 08:17:06
29084,931,,23,KL,1057.42,INR,UPI,SUCCESS,2025-08-14 07:19:09
29085,211,,268,AS,1274.78,INR,UPI,SUCCESS,2025-11-06 04:07:10
29086,427,,289,MH,17119.77,INR,UPI,SUCCESS,2025-11-15 17:20:16
29087,442,,228,WB,5993.06,INR,UPI,SUCCESS,2025-05-08 09:39:02
29088,1,1,225,TN,11608.56,INR,CARD,SUCCESS,2025-08-25 10:02:08
29089,1776,,182,MP,53559.48,INR,UPI,SUCCESS,2025-01-27 16:05:48
29090,1804,,165,TN,13799.75,INR,UPI,SUCCESS,2025-01-08 11:26:44
29091,810,,197,OD,4189.51,INR,UPI,SUCCESS,2026-01-08 01:47:07
29092,1869,,115,TN,71763.24,INR,UPI,SUCCESS,2025-11-07 23:05:25
29093,275,331,30,PB,1268.91,INR,CARD,SUCCESS,2026-06-21 01:03:44
29094,1175,,166,BR,3038.38,INR,IMPS,SUCCESS,2026-05-29 21:35:00
29095,1619,,130,RJ,5305.42,INR,UPI,SUCCESS,2024-10-05 22:54:01
29096,235,,130,TN,7953.66,INR,UPI,SUCCESS,2025-12-01 15:34:59
29097,1453,,197,HR,2579.6,INR,UPI,SUCCESS,2026-02-08 02:40:12
29098,329,,8,TG,1770.96,INR,UPI,SUCCESS,2025-11-11 01:11:23
29099,1291,1561,9,WB,17453.68,INR,CARD,SUCCESS,2025-10-07 23:47:49
29100,1519,1803,274,BR,749.53,INR,CARD,SUCCESS,2025-01-24 21:08:40
29101,1822,,226,HR,17706.09,INR,UPI,SUCCESS,2026-06-19 05:39:19
29102,1780,,258,MP,2051.04,INR,NEFT,SUCCESS,2024-11-22 20:39:37
29103,1012,,264,MH,41073.22,INR,IMPS,SUCCESS,2025-11-09 09:50:27
29104,1340,,205,HR,113.57,INR,UPI,SUCCESS,2025-09-16 06:39:08
29105,585,,44,UP,50358.48,INR,UPI,SUCCESS,2025-12-07 00:35:40
29106,890,,185,OD,1453.25,INR,IMPS,SUCCESS,2025-10-06 21:07:50
29107,113,,51,WB,2293.98,INR,UPI,SUCCESS,2025-08-10 07:51:16
29108,1759,,129,AS,4771.14,INR,IMPS,SUCCESS,2025-04-26 09:38:00
29109,624,772,34,DL,757.9,INR,CARD,PENDING,2025-05-15 18:59:18
29110,1575,,216,MH,11144.35,INR,UPI,SUCCESS,2025-06-22 08:02:25
29111,441,,36,KA,3417.63,INR,UPI,SUCCESS,2025-02-16 10:14:43
29112,381,,30,UP,851.2,INR,UPI,SUCCESS,2026-03-28 10:53:17
29113,903,,130,TG,2841.86,INR,UPI,SUCCESS,2025-08-21 22:30:58
29114,641,,174,HR,1464.92,INR,UPI,SUCCESS,2025-10-06 23:28:34
29115,1093,,55,HR,4376.08,INR,UPI,SUCCESS,2026-11-19 14:03:05
29116,751,,111,AS,5810.16,INR,UPI,SUCCESS,2025-07-23 11:05:22
29117,582,,286,RJ,14614.13,INR,UPI,SUCCESS,2026-04-13 23:23:19
29118,1908,,145,AS,1470.09,INR,UPI,SUCCESS,2024-11-25 21:56:10
29119,1808,,231,KA,1743.54,INR,UPI,SUCCESS,2025-06-03 07:06:07
29120,212,253,177,WB,33116.85,INR,CARD,SUCCESS,2026-10-07 20:00:00
29121,878,,253,UP,135.26,INR,UPI,SUCCESS,2026-07-02 09:43:36
29122,1165,1432,138,GJ,1562.6,INR,CARD,SUCCESS,2024-09-08 20:26:03
29123,589,,212,RJ,49507.87,INR,UPI,SUCCESS,2024-08-12 10:05:52
29124,1753,,44,BR,54960.45,INR,UPI,SUCCESS,2025-11-18 06:20:41
29125,525,631,174,GJ,166.83,INR,CARD,SUCCESS,2026-08-09 02:26:01
29126,454,545,70,KA,13396.28,INR,CARD,SUCCESS,2025-08-08 04:08:50
29127,618,759,85,OD,616.66,INR,CARD,SUCCESS,2024-08-29 09:13:39
29128,497,,98,HR,6758.85,INR,UPI,SUCCESS,2025-02-24 14:22:55
29129,191,,236,BR,11714.34,INR,UPI,SUCCESS,2025-06-10 08:41:51
29130,1680,,236,UP,62115.9,INR,IMPS,SUCCESS,2025-09-07 16:21:12
29131,1947,,145,PB,1378.07,INR,UPI,SUCCESS,2026-07-30 14:31:25
29132,1868,,19,AS,2056.69,INR,NEFT,SUCCESS,2025-09-20 22:53:08
29133,321,,255,BR,611.17,INR,UPI,PENDING,2025-11-12 12:48:18
29134,1137,,25,BR,14158.46,INR,UPI,SUCCESS,2024-12-04 18:39:53
29135,372,,76,DL,17025.37,INR,UPI,SUCCESS,2025-01-05 12:41:38
29136,714,,26,DL,87412.01,INR,UPI,SUCCESS,2024-12-07 19:46:14
29137,1286,,52,RJ,1810.16,INR,UPI,SUCCESS,2026-06-01 22:32:27
29138,1147,,238,TG,542.75,INR,UPI,FAILED,2024-09-09 01:25:56
29139,707,,101,KA,160.45,INR,UPI,SUCCESS,2025-05-27 08:23:36
29140,1297,,24,WB,3171.71,INR,UPI,SUCCESS,2026-03-14 18:23:53
29141,1449,,188,KA,1455.65,INR,UPI,SUCCESS,2026-07-02 08:05:28
29142,615,754,109,OD,2961.71,INR,CARD,SUCCESS,2024-11-05 09:07:39
29143,1403,,72,PB,4225.41,INR,UPI,SUCCESS,2025-12-25 05:36:17
29144,1855,,78,MH,20344.58,INR,UPI,SUCCESS,2025-08-07 02:39:18
29145,427,,137,MP,445.57,INR,UPI,SUCCESS,2026-06-13 07:50:46
29146,1305,,31,AS,2931.08,INR,UPI,SUCCESS,2026-02-05 04:36:10
29147,1031,,9,KL,1419.59,INR,UPI,SUCCESS,2025-06-03 11:01:51
29148,1206,,277,UP,2933.34,INR,IMPS,SUCCESS,2026-11-10 20:41:52
29149,1674,,190,MP,986.64,INR,UPI,FAILED,2026-11-11 06:51:08
29150,1902,,3,DL,5720.93,INR,UPI,SUCCESS,2025-08-22 14:32:08
29151,580,,228,KL,4984.12,INR,UPI,SUCCESS,2026-05-21 21:09:20
29152,156,,179,MH,2112.97,INR,UPI,SUCCESS,2026-05-26 22:00:55
29153,619,,98,KA,190.24,INR,UPI,SUCCESS,2025-05-24 22:35:45
29154,27,,300,GJ,1409.83,INR,UPI,PENDING,2024-10-29 11:16:03
29155,820,1015,119,BR,201.04,INR,CARD,FAILED,2025-10-24 04:45:48
29156,1124,1379,170,OD,15177.89,INR,CARD,SUCCESS,2024-12-16 22:35:46
29157,973,,181,DL,766.35,INR,UPI,SUCCESS,2026-04-06 19:02:43
29158,1737,,291,MP,954.64,INR,UPI,SUCCESS,2025-05-20 21:06:12
29159,1803,2134,16,PB,1989.8,INR,CARD,SUCCESS,2026-06-04 23:44:45
29160,619,,16,BR,2680.11,INR,UPI,SUCCESS,2025-01-09 05:53:00
29161,453,,103,TN,4184.49,INR,UPI,SUCCESS,2025-06-11 09:40:00
29162,399,,193,MH,3768.39,INR,IMPS,PENDING,2025-06-06 19:48:17
29163,342,,162,OD,9194.85,INR,UPI,SUCCESS,2024-11-28 19:12:35
29164,764,,98,HR,3098.36,INR,UPI,SUCCESS,2025-12-02 00:51:11
29165,1037,,127,PB,11883.89,INR,UPI,SUCCESS,2026-04-05 17:47:56
29166,213,255,32,TG,1103.64,INR,CARD,SUCCESS,2025-03-26 03:44:14
29167,424,,58,AS,838.78,INR,IMPS,SUCCESS,2026-08-03 22:58:19
29168,910,,164,KL,19386.73,INR,UPI,SUCCESS,2025-07-06 18:45:03
29169,1946,2314,56,MH,33607.96,INR,CARD,SUCCESS,2025-08-06 10:47:51
29170,520,,120,MH,24942.36,INR,UPI,SUCCESS,2025-04-14 19:31:15
29171,1577,,295,BR,7675.86,INR,UPI,SUCCESS,2025-12-23 20:40:26
29172,1344,,237,AS,57665.66,INR,UPI,SUCCESS,2025-11-13 11:50:47
29173,1336,,229,OD,1301.61,INR,UPI,SUCCESS,2025-05-02 06:32:50
29174,103,,171,HR,56900.47,INR,UPI,SUCCESS,2026-08-01 12:54:01
29175,1757,,272,OD,11085.76,INR,UPI,SUCCESS,2025-03-23 19:39:09
29176,978,,28,HR,49104.05,INR,UPI,PENDING,2024-11-07 21:58:00
29177,389,,159,TG,3891.42,INR,UPI,SUCCESS,2024-11-25 22:03:45
29178,831,,63,PB,28297.44,INR,IMPS,SUCCESS,2026-11-04 01:13:52
29179,6,,173,HR,2355.14,INR,UPI,SUCCESS,2026-03-29 15:00:06
29180,1684,1999,283,MP,23164.65,INR,CARD,SUCCESS,2025-07-09 05:08:09
29181,1741,,230,TG,7502.77,INR,UPI,SUCCESS,2024-09-08 11:55:37
29182,320,,30,KL,176.38,INR,UPI,SUCCESS,2026-03-11 11:53:26
29183,1254,,127,KA,51503.12,INR,UPI,SUCCESS,2025-07-07 23:06:08
29184,548,,246,RJ,583.13,INR,UPI,SUCCESS,2026-01-23 20:48:48
29185,333,413,129,GJ,769.2,INR,CARD,SUCCESS,2025-01-19 19:45:16
29186,126,,96,AS,2516.2,INR,UPI,SUCCESS,2026-07-12 05:26:55
29187,1097,,33,TN,5319.55,INR,UPI,SUCCESS,2025-04-04 12:31:51
29188,298,,290,KA,948.16,INR,UPI,SUCCESS,2025-12-15 02:57:47
29189,226,,226,MH,84088.26,INR,IMPS,FAILED,2025-04-13 17:42:45
29190,1286,,131,MH,286.55,INR,UPI,PENDING,2026-05-12 10:37:09
29191,973,,10,MH,11564.66,INR,IMPS,SUCCESS,2025-11-09 18:48:22
29192,768,,273,PB,1084.79,INR,UPI,SUCCESS,2024-11-26 09:00:35
29193,1788,2113,280,TN,39341.38,INR,CARD,SUCCESS,2025-03-24 13:08:25
29194,1555,,184,KA,18653.96,INR,IMPS,SUCCESS,2025-07-26 18:04:15
29195,1385,1662,256,OD,54488.76,INR,CARD,SUCCESS,2026-04-01 16:07:11
29196,988,,242,MP,9753.76,INR,UPI,SUCCESS,2025-07-19 06:05:32
29197,1419,,211,WB,3784.04,INR,UPI,SUCCESS,2025-07-12 23:13:29
29198,1259,1527,224,TN,601.9,INR,CARD,SUCCESS,2025-05-27 02:21:35
29199,1952,,223,HR,4457.82,INR,UPI,SUCCESS,2024-12-05 07:02:24
29200,245,,165,TG,8002.95,INR,UPI,SUCCESS,2025-06-11 21:58:28
29201,945,,43,MH,3894.33,INR,IMPS,SUCCESS,2025-09-24 10:23:33
29202,1807,,223,TG,1903.99,INR,UPI,SUCCESS,2025-07-08 08:31:01
29203,1662,,184,TN,9254.29,INR,UPI,SUCCESS,2025-12-24 20:11:24
29204,352,,103,TG,41241.09,INR,IMPS,SUCCESS,2026-01-10 11:33:57
29205,42,,136,TG,49462.11,INR,NEFT,SUCCESS,2026-05-14 14:21:10
29206,919,,265,GJ,910.98,INR,UPI,SUCCESS,2026-12-28 18:13:18
29207,558,,239,TN,2897.25,INR,UPI,SUCCESS,2024-12-01 15:21:41
29208,1072,1317,74,TN,364.71,INR,CARD,PENDING,2025-09-07 14:01:29
29209,493,,184,MH,18990.97,INR,IMPS,SUCCESS,2025-05-30 10:53:22
29210,1354,1641,179,KA,24585.62,INR,CARD,SUCCESS,2025-10-03 14:07:15
29211,1166,,30,MP,344.7,INR,UPI,SUCCESS,2024-12-12 12:48:51
29212,1776,,112,AS,5342.44,INR,UPI,SUCCESS,2025-06-01 23:50:29
29213,17,,10,WB,42808.7,INR,UPI,SUCCESS,2026-01-24 21:05:00
29214,1755,,290,KA,1284.3,INR,IMPS,SUCCESS,2026-11-15 02:46:20
29215,766,,45,UP,439.71,INR,UPI,SUCCESS,2025-09-26 23:39:28
29216,1537,,257,AS,624.69,INR,IMPS,SUCCESS,2026-12-28 13:15:34
29217,1865,2215,60,KA,1360.13,INR,CARD,SUCCESS,2025-04-04 22:57:20
29218,1707,,72,DL,4546.62,INR,UPI,SUCCESS,2026-05-19 20:31:22
29219,1643,1951,111,AS,931.25,INR,CARD,SUCCESS,2025-11-10 11:37:11
29220,1306,,47,WB,28363.22,INR,UPI,SUCCESS,2025-08-31 16:31:45
29221,509,,254,OD,7987.39,INR,NEFT,SUCCESS,2024-08-20 01:37:54
29222,1653,,18,TN,2723.22,INR,UPI,SUCCESS,2025-02-21 02:52:18
29223,1931,,101,AS,2572.69,INR,UPI,SUCCESS,2025-10-10 02:17:42
29224,590,,200,BR,8796.79,INR,UPI,SUCCESS,2025-11-03 07:46:06
29225,1742,,49,RJ,49656.63,INR,UPI,SUCCESS,2026-04-28 01:42:11
29226,1976,,105,TG,9932.25,INR,UPI,SUCCESS,2024-09-22 09:56:37
29227,1571,,235,TG,4580.0,INR,UPI,SUCCESS,2024-09-14 07:40:25
29228,394,,190,MH,1317.18,INR,UPI,SUCCESS,2025-01-31 23:22:34
29229,1421,,199,TG,871.7,INR,UPI,SUCCESS,2024-11-02 04:33:42
29230,966,,28,MP,15197.53,INR,UPI,SUCCESS,2025-09-02 23:07:01
29231,855,,120,KA,84111.36,INR,UPI,FAILED,2025-09-09 23:29:09
29232,1995,,294,BR,1012.67,INR,UPI,SUCCESS,2026-05-14 10:40:36
29233,1626,,138,RJ,21848.37,INR,IMPS,SUCCESS,2026-02-24 07:07:38
29234,1864,,33,KL,23987.69,INR,UPI,SUCCESS,2025-07-21 14:21:00
29235,616,,127,KL,20236.95,INR,UPI,SUCCESS,2026-03-28 02:18:43
29236,590,,100,GJ,415.6,INR,UPI,SUCCESS,2025-04-27 16:57:23
29237,1075,,16,DL,2281.14,INR,UPI,SUCCESS,2024-10-02 19:45:24
29238,658,,66,WB,12651.05,INR,UPI,SUCCESS,2025-09-27 18:49:29
29239,1557,,204,OD,32148.54,INR,UPI,SUCCESS,2025-09-16 05:02:48
29240,305,375,29,BR,12156.73,INR,CARD,SUCCESS,2024-10-10 05:42:08
29241,969,,210,MP,4517.34,INR,UPI,FAILED,2025-06-22 07:46:47
29242,1421,,236,MH,10664.71,INR,IMPS,SUCCESS,2025-06-19 10:45:39
29243,704,,240,TG,7023.1,INR,IMPS,SUCCESS,2025-09-22 15:05:20
29244,1281,,2,WB,6985.01,INR,UPI,SUCCESS,2025-12-11 12:56:05
29245,125,,267,OD,24942.95,INR,UPI,SUCCESS,2025-10-17 14:01:58
29246,22,25,65,KA,6323.67,INR,CARD,SUCCESS,2025-07-28 09:07:26
29247,1474,,77,KL,2012.35,INR,UPI,SUCCESS,2025-11-16 15:59:20
29248,1311,1584,50,PB,44218.76,INR,CARD,SUCCESS,2025-03-04 05:02:17
29249,1144,,52,HR,1817.25,INR,NEFT,SUCCESS,2025-05-24 17:02:25
29250,960,,159,KL,707.69,INR,NEFT,SUCCESS,2024-12-01 04:44:04
29251,491,584,140,KA,2515.6,INR,CARD,SUCCESS,2025-07-24 05:20:42
29252,1161,,179,MP,14654.13,INR,UPI,SUCCESS,2025-10-16 03:33:41
29253,1159,,108,PB,3836.57,INR,NEFT,SUCCESS,2026-04-23 22:50:06
29254,458,,174,UP,665.55,INR,UPI,SUCCESS,2024-12-11 22:21:03
29255,272,,116,TN,20637.63,INR,UPI,SUCCESS,2025-03-05 17:02:58
29256,1725,,153,TG,470.34,INR,IMPS,SUCCESS,2024-09-11 01:03:48
29257,1943,,54,KA,1615.56,INR,UPI,SUCCESS,2025-02-10 05:36:53
29258,1501,,98,AS,2097.62,INR,IMPS,SUCCESS,2026-01-06 20:19:55
29259,1348,,86,BR,11565.71,INR,UPI,SUCCESS,2024-10-27 20:52:53
29260,68,72,98,MH,5517.83,INR,CARD,SUCCESS,2026-06-25 05:42:44
29261,97,,95,RJ,1341.7,INR,UPI,SUCCESS,2026-02-09 05:39:20
29262,184,,239,PB,2426.72,INR,UPI,SUCCESS,2025-09-09 11:15:28
29263,778,,193,GJ,23827.6,INR,UPI,SUCCESS,2025-12-02 15:36:04
29264,1026,,38,WB,19918.57,INR,UPI,SUCCESS,2025-07-31 09:52:06
29265,1820,,240,OD,17642.21,INR,IMPS,SUCCESS,2025-05-31 15:54:53
29266,769,,229,TN,1045.8,INR,UPI,SUCCESS,2026-02-01 09:18:02
29267,853,,116,AS,20635.99,INR,NEFT,SUCCESS,2025-11-05 15:57:48
29268,170,,256,AS,54485.19,INR,UPI,SUCCESS,2024-11-04 20:25:54
29269,267,,234,DL,1380.83,INR,UPI,SUCCESS,2024-12-12 22:24:08
29270,1126,,52,HR,4861.54,INR,UPI,FAILED,2025-10-06 20:38:46
29271,1514,1797,250,PB,3271.42,INR,CARD,PENDING,2025-01-22 06:42:02
29272,235,,282,UP,1160.49,INR,UPI,SUCCESS,2025-01-19 13:19:43
29273,162,,152,WB,1777.91,INR,NEFT,SUCCESS,2025-04-25 13:20:28
29274,1552,,166,MH,22690.48,INR,UPI,SUCCESS,2026-02-01 04:20:09
29275,520,,91,KL,10621.63,INR,UPI,SUCCESS,2024-09-19 19:07:27
29276,587,,99,OD,1299.88,INR,IMPS,SUCCESS,2026-11-09 15:22:06
29277,905,1117,102,WB,25790.52,INR,CARD,SUCCESS,2026-02-05 14:23:34
29278,515,,97,RJ,1672.68,INR,UPI,SUCCESS,2024-09-15 21:22:25
29279,693,,220,BR,42858.19,INR,NEFT,SUCCESS,2026-04-21 10:12:42
29280,1225,,97,WB,1379.53,INR,UPI,SUCCESS,2026-03-03 19:23:54
29281,6,,65,HR,22326.85,INR,UPI,FAILED,2025-07-29 10:02:07
29282,826,,144,OD,2311.83,INR,UPI,SUCCESS,2026-12-26 19:32:54
29283,1425,1698,213,OD,11686.44,INR,CARD,SUCCESS,2025-03-28 11:48:46
29284,1443,,167,WB,5251.34,INR,IMPS,SUCCESS,2025-12-21 09:15:49
29285,958,,254,TG,11256.07,INR,UPI,SUCCESS,2025-03-06 14:41:43
29286,633,,15,PB,5716.06,INR,IMPS,FAILED,2025-05-06 22:14:19
29287,1278,,4,TG,13679.37,INR,NEFT,SUCCESS,2026-03-11 08:20:06
29288,504,603,98,OD,3054.5,INR,CARD,SUCCESS,2025-04-25 13:54:18
29289,590,,17,MH,745.93,INR,UPI,SUCCESS,2025-10-17 14:04:17
29290,1568,,176,TG,7271.03,INR,UPI,SUCCESS,2026-02-05 22:13:34
29291,516,618,43,RJ,2844.14,INR,CARD,FAILED,2025-12-16 00:41:47
29292,623,770,98,KA,6068.16,INR,CARD,SUCCESS,2024-10-21 18:21:18
29293,36,,269,TN,388.21,INR,IMPS,SUCCESS,2025-12-10 07:25:42
29294,58,,144,GJ,2853.02,INR,UPI,SUCCESS,2025-12-23 16:20:00
29295,1413,,217,TG,41003.35,INR,NEFT,SUCCESS,2025-09-06 16:27:40
29296,1726,,92,PB,3283.57,INR,IMPS,SUCCESS,2025-04-10 05:05:21
29297,547,,81,UP,51178.97,INR,UPI,SUCCESS,2026-05-25 08:13:46
29298,1294,1563,186,KL,3926.06,INR,CARD,SUCCESS,2024-12-15 10:25:40
29299,853,,73,WB,20983.3,INR,UPI,SUCCESS,2025-05-17 16:33:10
29300,1515,,52,WB,2920.42,INR,NEFT,SUCCESS,2025-02-16 11:02:43
29301,1819,,96,MP,2716.89,INR,NEFT,SUCCESS,2026-02-02 12:55:37
29302,1262,,129,PB,3963.33,INR,UPI,SUCCESS,2025-04-26 12:01:27
29303,254,,288,WB,33076.16,INR,NEFT,SUCCESS,2026-03-27 20:58:17
29304,1612,,274,RJ,4316.03,INR,UPI,SUCCESS,2025-02-28 00:54:35
29305,1670,1983,255,PB,574.55,INR,CARD,SUCCESS,2025-05-14 15:48:16
29306,340,422,277,WB,1983.67,INR,CARD,SUCCESS,2024-12-29 00:19:28
29307,449,542,32,PB,856.18,INR,CARD,SUCCESS,2026-12-21 03:25:27
29308,1975,,65,PB,3570.94,INR,UPI,SUCCESS,2025-05-07 10:54:20
29309,894,,240,WB,17930.36,INR,UPI,SUCCESS,2024-10-21 18:10:03
29310,622,,182,MP,55304.25,INR,UPI,SUCCESS,2025-07-28 14:57:38
29311,408,,292,BR,36109.66,INR,UPI,SUCCESS,2025-04-20 14:56:41
29312,1611,1904,152,OD,1483.16,INR,CARD,SUCCESS,2025-05-19 10:56:25
29313,559,672,234,OD,341.39,INR,CARD,SUCCESS,2026-12-14 12:10:55
29314,145,,143,KA,1763.01,INR,UPI,SUCCESS,2025-10-11 17:50:57
29315,1131,,243,UP,1309.44,INR,UPI,SUCCESS,2025-07-06 09:48:51
29316,22,,47,HR,43200.57,INR,UPI,SUCCESS,2025-07-27 10:07:48
29317,158,,295,PB,6991.25,INR,UPI,SUCCESS,2025-06-02 21:14:01
29318,1393,,288,BR,5572.79,INR,UPI,SUCCESS,2024-08-26 22:45:29
29319,1267,,52,RJ,4629.69,INR,UPI,SUCCESS,2025-06-10 21:13:42
29320,1955,2320,181,TG,1096.13,INR,CARD,SUCCESS,2026-01-28 06:39:14
29321,220,,17,TG,1042.07,INR,NEFT,SUCCESS,2026-04-04 04:24:02
29322,1222,1489,88,KL,6634.18,INR,CARD,FAILED,2025-09-04 10:49:02
29323,1868,,267,TN,55861.61,INR,UPI,SUCCESS,2026-02-14 07:09:28
29324,98,,85,KA,1261.42,INR,UPI,SUCCESS,2025-01-23 07:17:16
29325,439,534,269,RJ,3156.88,INR,CARD,FAILED,2025-06-22 11:59:46
29326,662,,210,HR,4389.62,INR,UPI,SUCCESS,2025-09-10 05:19:25
29327,300,,205,KL,1259.77,INR,UPI,SUCCESS,2025-03-14 09:59:27
29328,1037,,122,UP,59850.23,INR,UPI,SUCCESS,2025-05-05 23:32:27
29329,1756,2073,3,TG,838.59,INR,CARD,SUCCESS,2025-08-07 11:18:57
29330,1601,,225,GJ,52716.66,INR,NEFT,SUCCESS,2025-10-22 03:26:06
29331,1908,2264,148,KA,6045.31,INR,CARD,SUCCESS,2025-11-19 14:03:57
29332,1976,,45,KL,195.82,INR,UPI,SUCCESS,2026-01-03 20:42:22
29333,1616,,236,GJ,8917.18,INR,UPI,SUCCESS,2026-04-02 00:41:47
29334,1180,,158,TG,3676.23,INR,UPI,SUCCESS,2025-06-16 05:05:49
29335,1794,,129,HR,2906.19,INR,NEFT,SUCCESS,2026-11-17 04:07:48
29336,1072,,92,OD,2007.85,INR,IMPS,SUCCESS,2025-07-14 00:43:39
29337,1759,2078,300,KL,12454.86,INR,CARD,SUCCESS,2025-03-03 21:24:17
29338,1919,,220,DL,22291.38,INR,UPI,SUCCESS,2025-08-17 07:44:30
29339,166,,169,AS,3575.55,INR,NEFT,SUCCESS,2025-10-31 16:41:07
29340,81,88,234,BR,1474.31,INR,CARD,SUCCESS,2026-07-10 01:25:44
29341,594,,42,KL,69688.54,INR,UPI,SUCCESS,2026-05-11 09:49:04
29342,1199,1467,206,AS,7737.81,INR,CARD,SUCCESS,2024-09-27 00:13:13
29343,495,590,53,HR,20756.73,INR,CARD,SUCCESS,2025-07-18 20:10:29
29344,836,,94,TG,77989.53,INR,UPI,SUCCESS,2025-01-29 15:36:11
29345,1471,,125,MP,11631.29,INR,UPI,SUCCESS,2024-08-26 22:53:44
29346,1268,,257,TN,899.26,INR,UPI,SUCCESS,2025-04-29 14:18:43
29347,589,714,124,TN,7414.23,INR,CARD,SUCCESS,2025-07-18 13:00:21
